category,quantity,consumption_rate,days_to_expiry,price_per_unit,stock_level,risk_label
Meat,131,1.35,9,356.72,131,High Risk
Vegetables,26,7.09,21,134.46,26,Safe
Bakery,188,9.86,3,68.6,188,Moderate Risk
Vegetables,58,14.27,9,270.95,58,Safe
Bakery,93,7.12,25,344.04,93,Moderate Risk
Vegetables,171,24.63,22,482.76,171,Safe
Seafood,157,7.0,5,404.56,157,Moderate Risk
Dairy,17,17.56,6,30.88,17,Moderate Risk
Dairy,104,10.51,28,199.55,104,Safe
Bakery,67,14.92,12,107.33,67,Safe
Seafood,177,11.28,19,478.73,177,Safe
Bakery,102,7.48,15,301.33,102,Moderate Risk
Fruits,21,2.46,25,30.48,21,Safe
Fruits,189,4.82,6,65.02,189,High Risk
Vegetables,29,4.18,15,360.7,29,Safe
Vegetables,24,21.22,7,410.29,24,Safe
Seafood,187,22.42,2,133.64,187,High Risk
Seafood,105,15.04,3,400.88,105,Moderate Risk
Dairy,194,20.61,4,69.31,194,Moderate Risk
Bakery,45,17.55,14,228.93,45,Safe
Bakery,110,2.87,15,179.49,110,Moderate Risk
Vegetables,60,14.61,20,478.49,60,Safe
Meat,171,15.86,26,58.0,171,Safe
Bakery,169,16.93,25,324.75,169,Safe
Dairy,70,24.79,12,178.54,70,Safe
Bakery,166,1.03,19,137.06,166,High Risk
Dairy,167,3.18,22,235.28,167,High Risk
Vegetables,85,1.34,23,472.59,85,Moderate Risk
Meat,42,16.23,28,499.35,42,Safe
Vegetables,148,15.76,17,143.92,148,Safe
Meat,109,10.19,30,42.89,109,Safe
Fruits,67,24.46,21,401.03,67,Safe
Seafood,75,23.4,4,308.72,75,Moderate Risk
Bakery,158,5.33,9,485.96,158,Moderate Risk
Bakery,47,3.51,20,485.08,47,Safe
Fruits,143,12.41,20,329.91,143,Safe
Meat,149,9.12,26,103.0,149,Safe
Fruits,93,4.86,21,38.75,93,Moderate Risk
Dairy,132,20.12,16,173.99,132,Safe
Dairy,193,15.37,19,136.94,193,Safe
Seafood,76,1.09,19,277.35,76,Safe
Fruits,44,14.19,25,421.33,44,Safe
Dairy,179,18.23,8,308.18,179,Safe
Vegetables,134,14.27,21,450.24,134,Safe
Seafood,57,10.45,19,277.54,57,Safe
Vegetables,132,22.35,24,305.46,132,Safe
Fruits,141,5.78,19,66.65,141,Moderate Risk
Vegetables,157,16.34,18,169.44,157,Safe
Fruits,192,19.19,20,424.82,192,Safe
Fruits,44,24.55,16,254.54,44,Safe
Vegetables,73,16.0,25,415.83,73,Safe
Dairy,177,1.49,26,109.24,177,High Risk
Vegetables,186,19.46,5,318.54,186,Moderate Risk
Meat,67,19.69,18,71.64,67,Safe
Bakery,115,4.04,10,139.86,115,Moderate Risk
Fruits,27,14.74,25,64.84,27,Safe
Fruits,85,5.98,24,41.6,85,Moderate Risk
Vegetables,21,9.34,22,176.83,21,Safe
Fruits,196,10.79,19,410.12,196,Safe
Seafood,22,10.49,30,141.26,22,Safe
Bakery,119,16.68,30,185.9,119,Safe
Vegetables,8,13.37,9,458.18,8,Safe
Bakery,66,8.67,20,459.86,66,Safe
Dairy,88,5.86,12,418.9,88,Moderate Risk
Fruits,160,7.36,4,103.54,160,Moderate Risk
Seafood,135,7.16,3,17.24,135,Moderate Risk
Bakery,158,18.05,15,252.52,158,Safe
Vegetables,137,1.49,19,149.74,137,High Risk
Fruits,60,1.98,6,449.95,60,Moderate Risk
Meat,138,22.29,20,457.03,138,Safe
Meat,83,19.91,20,309.32,83,Safe
Meat,193,6.01,8,161.73,193,Moderate Risk
Seafood,133,4.25,11,43.06,133,High Risk
Seafood,147,21.06,5,260.22,147,Moderate Risk
Vegetables,20,9.2,19,245.16,20,Safe
Seafood,177,14.53,12,94.59,177,Safe
Seafood,13,6.28,29,371.15,13,Safe
Vegetables,163,9.75,18,182.39,163,Safe
Meat,61,2.0,21,32.29,61,Safe
Vegetables,130,24.43,5,35.11,130,Moderate Risk
Seafood,104,8.97,16,42.39,104,Safe
Dairy,156,23.69,27,197.89,156,Safe
Fruits,105,12.0,12,446.86,105,Safe
Seafood,196,5.93,1,186.97,196,High Risk
Meat,134,14.76,28,25.75,134,Safe
Vegetables,138,20.46,7,274.65,138,Safe
Fruits,94,21.61,13,372.55,94,Safe
Fruits,122,11.76,27,259.17,122,Safe
Meat,179,18.5,9,82.54,179,Safe
Fruits,157,24.6,2,97.01,157,High Risk
Vegetables,63,6.95,7,183.53,63,Safe
Bakery,26,2.95,23,290.12,26,Safe
Meat,154,24.84,10,259.25,154,Safe
Bakery,114,12.36,29,429.24,114,Safe
Seafood,159,15.35,9,409.65,159,Safe
Dairy,164,23.9,29,31.38,164,Safe
Seafood,126,2.35,8,196.67,126,High Risk
Bakery,30,4.66,25,113.42,30,Safe
Seafood,96,9.92,6,407.3,96,Moderate Risk
Vegetables,174,4.07,25,172.26,174,High Risk
Seafood,174,19.65,4,247.88,174,Moderate Risk
Fruits,55,20.56,17,94.58,55,Safe
Vegetables,117,10.75,19,80.44,117,Safe
Dairy,124,11.4,22,167.21,124,Safe
Meat,157,9.17,18,493.57,157,Safe
Seafood,101,13.43,8,154.51,101,Safe
Bakery,74,6.38,12,188.77,74,Safe
Meat,14,6.83,30,434.46,14,Safe
Bakery,47,2.99,3,61.1,47,Moderate Risk
Fruits,125,20.62,14,127.68,125,Safe
Vegetables,127,3.38,13,219.92,127,High Risk
Seafood,136,11.02,14,189.54,136,Safe
Seafood,139,14.5,8,441.05,139,Safe
Vegetables,194,5.65,29,173.8,194,Moderate Risk
Bakery,78,12.79,4,84.07,78,Moderate Risk
Vegetables,103,13.44,13,443.99,103,Safe
Seafood,42,19.39,5,444.37,42,Moderate Risk
Vegetables,95,23.61,20,177.64,95,Safe
Dairy,45,23.79,15,333.69,45,Safe
Dairy,97,14.32,5,295.62,97,Moderate Risk
Meat,157,11.83,17,485.12,157,Safe
Vegetables,189,12.38,19,136.96,189,Safe
Seafood,40,9.42,12,368.36,40,Safe
Bakery,13,18.9,19,98.36,13,Safe
Bakery,170,19.48,9,209.45,170,Safe
Vegetables,24,19.26,13,370.55,24,Safe
Bakery,34,13.08,26,464.91,34,Safe
Bakery,134,7.17,20,310.23,134,Moderate Risk
Fruits,140,5.63,5,142.78,140,Moderate Risk
Bakery,155,24.15,25,108.33,155,Safe
Vegetables,83,7.68,28,38.78,83,Moderate Risk
Meat,20,1.58,17,437.58,20,Safe
Vegetables,101,18.48,22,157.28,101,Safe
Dairy,73,14.93,11,241.98,73,Safe
Seafood,69,18.22,26,338.71,69,Safe
Vegetables,13,22.42,30,123.46,13,Safe
Vegetables,14,8.04,2,415.29,14,High Risk
Bakery,165,3.57,10,149.93,165,High Risk
Dairy,197,22.98,22,347.15,197,Safe
Bakery,198,15.75,3,244.71,198,Moderate Risk
Vegetables,164,9.76,16,356.64,164,Safe
Meat,32,15.61,5,409.24,32,Moderate Risk
Vegetables,193,5.54,27,197.77,193,Moderate Risk
Fruits,68,21.44,2,291.97,68,High Risk
Seafood,97,22.77,5,130.99,97,Moderate Risk
Seafood,72,22.44,18,67.73,72,Safe
Bakery,20,17.47,19,324.4,20,Safe
Meat,55,1.34,28,445.46,55,Safe
Fruits,38,22.79,9,400.0,38,Safe
Seafood,36,3.88,14,465.66,36,Safe
Seafood,46,12.09,26,257.37,46,Safe
Vegetables,81,11.07,18,247.64,81,Safe
Bakery,134,12.69,21,279.36,134,Safe
Bakery,51,12.0,28,67.26,51,Safe
Meat,24,22.06,28,420.8,24,Safe
Meat,51,3.91,7,29.3,51,Safe
Bakery,153,14.66,8,101.74,153,Safe
Dairy,18,13.45,10,499.17,18,Safe
Dairy,183,14.28,17,55.87,183,Safe
Bakery,136,15.28,11,321.19,136,Safe
Dairy,130,22.28,12,143.86,130,Safe
Seafood,170,14.32,25,272.31,170,Safe
Meat,12,15.12,20,120.73,12,Safe
Meat,170,19.41,27,146.68,170,Safe
Meat,142,17.84,15,265.25,142,Safe
Dairy,14,9.18,22,150.8,14,Safe
Vegetables,157,23.33,7,125.09,157,Safe
Fruits,140,14.08,21,266.69,140,Safe
Fruits,191,23.25,29,319.5,191,Safe
Dairy,76,6.26,26,57.16,76,Safe
Bakery,186,13.11,14,395.47,186,Safe
Fruits,49,12.31,14,298.21,49,Safe
Seafood,162,5.07,28,416.66,162,Moderate Risk
Meat,177,21.97,6,369.07,177,Moderate Risk
Dairy,173,5.48,22,68.56,173,Moderate Risk
Vegetables,79,12.32,7,79.78,79,Safe
Vegetables,73,8.87,23,59.03,73,Safe
Meat,44,11.09,16,482.35,44,Safe
Dairy,80,14.48,20,360.09,80,Safe
Seafood,11,12.82,3,321.35,11,Moderate Risk
Fruits,96,20.66,23,78.95,96,Safe
Bakery,50,19.56,21,323.63,50,Safe
Vegetables,84,13.04,22,91.2,84,Safe
Seafood,112,2.0,10,407.78,112,Moderate Risk
Fruits,137,8.79,10,439.49,137,Safe
Seafood,172,3.1,10,447.29,172,High Risk
Vegetables,148,4.48,1,269.27,148,High Risk
Vegetables,182,12.07,4,297.94,182,Moderate Risk
Bakery,63,11.46,18,194.16,63,Safe
Dairy,20,18.47,7,85.65,20,Safe
Vegetables,89,12.23,19,495.32,89,Safe
Vegetables,181,2.25,22,99.48,181,High Risk
Meat,130,24.64,9,259.54,130,Safe
Vegetables,59,23.62,28,401.97,59,Safe
Dairy,74,15.76,2,293.42,74,High Risk
Bakery,83,8.55,14,213.8,83,Safe
Vegetables,69,1.4,19,211.68,69,Safe
Bakery,56,10.74,10,105.45,56,Safe
Seafood,13,12.41,21,421.11,13,Safe
Bakery,9,1.83,9,32.52,9,Safe
Meat,12,4.2,13,93.58,12,Safe
Bakery,93,21.91,30,233.85,93,Safe
Vegetables,14,3.49,6,436.35,14,Moderate Risk
Fruits,20,2.68,19,467.94,20,Safe
Vegetables,106,5.41,13,200.62,106,Moderate Risk
Seafood,51,17.12,12,256.01,51,Safe
Vegetables,11,17.15,5,421.03,11,Moderate Risk
Meat,137,2.9,29,28.05,137,High Risk
Dairy,145,22.56,4,303.62,145,Moderate Risk
Bakery,95,12.18,25,82.62,95,Safe
Bakery,34,15.94,24,26.74,34,Safe
Vegetables,36,10.53,19,216.39,36,Safe
Dairy,125,21.86,27,57.0,125,Safe
Seafood,73,7.89,9,288.99,73,Safe
Vegetables,194,12.56,24,51.07,194,Safe
Seafood,144,23.69,24,326.49,144,Safe
Dairy,136,16.48,24,235.66,136,Safe
Fruits,50,22.46,30,466.58,50,Safe
Bakery,136,19.37,11,483.51,136,Safe
Vegetables,71,20.25,1,361.9,71,High Risk
Seafood,110,20.61,24,106.33,110,Safe
Fruits,21,4.23,8,380.88,21,Safe
Fruits,71,5.39,12,14.34,71,Safe
Seafood,107,21.35,29,183.18,107,Safe
Fruits,59,10.53,30,478.09,59,Safe
Vegetables,14,10.23,17,170.95,14,Safe
Seafood,81,23.43,24,245.29,81,Safe
Dairy,172,16.83,14,193.32,172,Safe
Bakery,62,6.4,5,163.2,62,Moderate Risk
Fruits,168,2.74,13,288.11,168,High Risk
Fruits,119,10.27,14,495.73,119,Safe
Vegetables,65,13.89,1,307.09,65,High Risk
Fruits,172,21.27,2,51.02,172,High Risk
Meat,78,18.04,24,418.05,78,Safe
Fruits,70,22.71,19,74.92,70,Safe
Dairy,113,11.68,3,240.42,113,Moderate Risk
Meat,191,15.97,24,22.81,191,Safe
Vegetables,26,13.73,2,416.41,26,High Risk
Dairy,121,6.13,14,448.01,121,Moderate Risk
Dairy,189,9.62,1,31.89,189,High Risk
Dairy,150,13.39,27,486.0,150,Safe
Fruits,146,22.05,8,261.31,146,Safe
Bakery,129,4.13,14,211.33,129,High Risk
Seafood,131,18.25,24,193.39,131,Safe
Dairy,60,10.58,25,163.77,60,Safe
Dairy,125,21.75,9,54.36,125,Safe
Bakery,186,23.87,8,137.33,186,Safe
Meat,23,14.21,19,326.78,23,Safe
Dairy,81,14.58,12,478.25,81,Safe
Fruits,7,12.53,22,455.24,7,Safe
Fruits,138,16.21,3,234.09,138,Moderate Risk
Seafood,38,11.49,15,442.22,38,Safe
Dairy,97,24.71,13,259.86,97,Safe
Vegetables,38,12.5,19,68.37,38,Safe
Seafood,180,10.93,11,301.43,180,Safe
Bakery,30,17.56,13,100.55,30,Safe
Seafood,83,18.63,9,440.92,83,Safe
Meat,107,13.3,16,387.83,107,Safe
Meat,98,16.07,13,369.2,98,Safe
Fruits,131,5.86,4,107.19,131,Moderate Risk
Bakery,66,16.41,26,402.89,66,Safe
Seafood,200,23.44,5,342.28,200,Moderate Risk
Vegetables,148,11.25,28,476.76,148,Safe
Meat,164,10.55,12,226.66,164,Safe
Fruits,18,22.9,27,134.66,18,Safe
Vegetables,134,3.93,17,406.33,134,High Risk
Dairy,42,7.3,24,439.77,42,Safe
Fruits,190,7.86,30,194.26,190,Moderate Risk
Bakery,157,9.61,17,12.31,157,Safe
Meat,120,6.5,1,491.71,120,High Risk
Seafood,149,3.75,20,345.78,149,High Risk
Fruits,68,22.99,19,335.77,68,Safe
Bakery,90,2.76,20,418.44,90,Moderate Risk
Dairy,81,21.15,3,79.96,81,Moderate Risk
Dairy,57,15.67,25,358.82,57,Safe
Bakery,134,23.48,4,462.65,134,Moderate Risk
Seafood,5,3.89,29,318.78,5,Safe
Dairy,101,16.22,13,84.78,101,Safe
Meat,129,13.56,10,435.11,129,Safe
Dairy,99,6.76,13,230.18,99,Moderate Risk
Bakery,142,11.16,17,119.74,142,Safe
Vegetables,84,1.98,15,104.2,84,Moderate Risk
Vegetables,187,23.7,4,168.67,187,Moderate Risk
Seafood,127,15.66,13,310.31,127,Safe
Fruits,194,16.67,26,125.51,194,Safe
Fruits,156,10.45,10,320.89,156,Safe
Vegetables,69,21.06,5,87.77,69,Moderate Risk
Fruits,45,13.08,20,344.57,45,Safe
Fruits,173,12.29,12,28.48,173,Safe
Meat,33,24.84,23,292.13,33,Safe
Dairy,198,23.29,5,79.11,198,Moderate Risk
Fruits,199,5.17,14,56.81,199,Moderate Risk
Seafood,127,17.14,21,158.12,127,Safe
Meat,104,5.55,22,395.41,104,Moderate Risk
Seafood,62,5.47,21,241.24,62,Safe
Vegetables,198,16.17,9,158.65,198,Safe
Meat,45,1.26,30,300.57,45,Safe
Vegetables,179,21.79,24,404.39,179,Safe
Dairy,114,1.79,14,166.18,114,Moderate Risk
Vegetables,189,13.64,20,416.18,189,Safe
Dairy,78,17.08,10,195.41,78,Safe
Meat,86,2.98,17,358.27,86,Moderate Risk
Seafood,14,18.24,7,133.11,14,Safe
Meat,18,17.6,21,21.54,18,Safe
Seafood,22,18.67,16,99.32,22,Safe
Fruits,26,21.46,24,299.18,26,Safe
Fruits,169,18.88,26,469.9,169,Safe
Dairy,198,15.39,21,131.09,198,Safe
Vegetables,22,10.13,25,365.72,22,Safe
Fruits,14,22.21,17,99.27,14,Safe
Fruits,68,22.03,1,72.77,68,High Risk
Meat,142,19.15,8,455.41,142,Safe
Bakery,95,23.19,22,199.64,95,Safe
Meat,91,7.79,30,45.07,91,Moderate Risk
Meat,101,12.17,9,187.59,101,Safe
Meat,42,12.07,10,239.65,42,Safe
Dairy,83,1.35,2,300.61,83,High Risk
Bakery,44,23.9,26,271.47,44,Safe
Fruits,57,16.81,2,56.27,57,High Risk
Seafood,34,1.47,3,330.18,34,Moderate Risk
Vegetables,24,9.9,3,400.43,24,Moderate Risk
Seafood,92,15.74,8,151.78,92,Safe
Bakery,151,8.63,28,212.73,151,Safe
Bakery,65,6.66,27,58.76,65,Safe
Vegetables,39,13.4,5,397.75,39,Moderate Risk
Vegetables,154,24.89,11,418.24,154,Safe
Seafood,34,8.63,13,324.55,34,Safe
Seafood,18,4.03,1,40.17,18,High Risk
Seafood,145,15.77,14,92.91,145,Safe
Meat,93,13.18,23,387.77,93,Safe
Bakery,11,8.33,27,285.32,11,Safe
Dairy,197,20.87,25,137.21,197,Safe
Vegetables,185,21.22,22,494.22,185,Safe
Dairy,197,5.04,2,390.7,197,High Risk
Fruits,134,14.12,9,177.25,134,Safe
Meat,102,22.83,17,498.73,102,Safe
Dairy,176,9.73,4,120.23,176,Moderate Risk
Vegetables,109,7.09,19,199.34,109,Moderate Risk
Fruits,67,4.08,2,178.34,67,High Risk
Fruits,33,2.87,22,40.59,33,Safe
Fruits,126,4.14,12,433.5,126,High Risk
Meat,152,20.02,12,119.64,152,Safe
Fruits,64,1.26,8,177.27,64,Safe
Fruits,61,1.64,8,268.49,61,Safe
Seafood,43,4.9,27,50.98,43,Safe
Fruits,21,20.38,4,279.96,21,Moderate Risk
Meat,146,9.78,16,234.2,146,Safe
Dairy,155,8.45,13,131.76,155,Safe
Bakery,95,15.27,8,171.37,95,Safe
Seafood,198,11.21,5,338.41,198,Moderate Risk
Dairy,36,22.77,1,155.42,36,High Risk
Bakery,123,8.34,15,144.51,123,Safe
Vegetables,167,1.62,27,169.69,167,High Risk
Seafood,172,14.23,17,220.74,172,Safe
Bakery,92,20.08,14,17.54,92,Safe
Seafood,184,17.55,7,205.26,184,Safe
Dairy,14,12.68,13,254.16,14,Safe
Dairy,114,2.04,26,419.89,114,Moderate Risk
Seafood,120,7.15,13,258.23,120,Moderate Risk
Fruits,100,12.04,24,45.81,100,Safe
Bakery,112,13.25,11,395.24,112,Safe
Seafood,28,24.55,28,252.04,28,Safe
Dairy,172,22.96,26,236.34,172,Safe
Meat,142,23.51,14,283.58,142,Safe
Fruits,127,15.56,2,70.76,127,High Risk
Fruits,50,10.45,26,188.69,50,Safe
Vegetables,54,2.56,12,105.58,54,Safe
Fruits,50,18.89,12,83.73,50,Safe
Vegetables,37,11.87,26,33.28,37,Safe
Vegetables,149,1.82,15,445.11,149,High Risk
Meat,100,21.06,22,224.25,100,Safe
Bakery,19,13.3,5,259.23,19,Moderate Risk
Dairy,162,18.61,10,180.2,162,Safe
Dairy,22,8.06,11,316.38,22,Safe
Seafood,181,18.71,18,391.03,181,Safe
Vegetables,26,3.28,24,280.43,26,Safe
Fruits,59,20.45,1,133.26,59,High Risk
Meat,34,13.43,1,456.38,34,High Risk
Seafood,77,12.85,18,130.21,77,Safe
Vegetables,150,4.6,21,391.31,150,High Risk
Meat,165,11.5,6,449.0,165,Moderate Risk
Vegetables,5,4.64,5,89.59,5,Moderate Risk
Vegetables,117,10.86,26,369.08,117,Safe
Meat,23,4.15,30,117.59,23,Safe
Bakery,8,7.07,22,115.48,8,Safe
Vegetables,137,6.93,1,227.78,137,High Risk
Seafood,119,11.93,18,146.78,119,Safe
Fruits,25,14.18,10,247.25,25,Safe
Meat,98,7.4,17,219.59,98,Moderate Risk
Meat,65,14.77,6,323.35,65,Moderate Risk
Dairy,173,20.4,18,146.48,173,Safe
Dairy,160,3.66,12,234.42,160,High Risk
Dairy,60,1.34,25,145.85,60,Safe
Bakery,181,13.9,8,27.89,181,Safe
Seafood,21,14.7,2,355.91,21,High Risk
Bakery,67,15.25,22,221.72,67,Safe
Seafood,39,10.35,24,301.48,39,Safe
Vegetables,159,9.69,10,181.92,159,Safe
Seafood,34,1.97,12,180.85,34,Safe
Vegetables,133,15.29,19,417.11,133,Safe
Seafood,9,5.65,21,92.84,9,Safe
Fruits,61,20.75,23,315.18,61,Safe
Fruits,181,13.78,18,68.51,181,Safe
Bakery,12,18.03,22,272.43,12,Safe
Dairy,52,22.34,2,265.67,52,High Risk
Bakery,153,2.86,18,347.51,153,High Risk
Bakery,140,6.92,15,262.12,140,Moderate Risk
Fruits,23,1.12,22,267.14,23,Safe
Vegetables,63,1.08,14,233.08,63,Safe
Bakery,114,21.25,22,254.52,114,Safe
Seafood,133,5.94,8,257.84,133,Moderate Risk
Vegetables,95,18.82,20,28.64,95,Safe
Meat,169,21.81,5,435.07,169,Moderate Risk
Meat,100,20.39,20,213.82,100,Safe
Vegetables,13,12.43,25,314.87,13,Safe
Vegetables,131,14.4,13,399.39,131,Safe
Fruits,34,6.29,11,34.79,34,Safe
Fruits,124,13.67,23,186.92,124,Safe
Vegetables,162,13.84,21,158.7,162,Safe
Vegetables,21,2.27,23,278.23,21,Safe
Meat,31,22.82,12,155.48,31,Safe
Seafood,23,20.79,16,11.13,23,Safe
Meat,69,1.43,10,16.37,69,Safe
Seafood,34,24.05,12,250.58,34,Safe
Seafood,54,7.87,21,382.45,54,Safe
Bakery,134,23.92,8,203.69,134,Safe
Dairy,118,8.88,28,245.45,118,Safe
Bakery,91,6.18,23,103.66,91,Moderate Risk
Bakery,56,14.72,26,39.66,56,Safe
Bakery,76,18.9,27,247.94,76,Safe
Vegetables,41,11.04,28,122.86,41,Safe
Dairy,145,20.25,7,55.65,145,Safe
Vegetables,6,11.61,27,320.12,6,Safe
Seafood,139,2.72,25,320.2,139,High Risk
Meat,154,12.88,13,220.18,154,Safe
Meat,166,4.62,13,133.04,166,High Risk
Seafood,134,18.75,3,196.86,134,Moderate Risk
Dairy,81,6.63,21,104.87,81,Moderate Risk
Bakery,35,12.11,1,407.17,35,High Risk
Meat,105,16.27,16,285.52,105,Safe
Vegetables,98,11.8,11,142.29,98,Safe
Seafood,44,20.46,19,270.25,44,Safe
Seafood,189,6.53,27,124.78,189,Moderate Risk
Meat,175,10.56,20,431.28,175,Safe
Seafood,184,5.9,28,283.97,184,Moderate Risk
Vegetables,176,6.77,9,143.44,176,Moderate Risk
Bakery,65,9.48,10,275.02,65,Safe
Dairy,52,18.26,11,110.33,52,Safe
Dairy,136,6.07,18,44.18,136,Moderate Risk
Seafood,87,8.04,21,144.69,87,Safe
Dairy,117,23.52,27,255.42,117,Safe
Dairy,22,14.01,3,179.33,22,Moderate Risk
Bakery,164,5.45,15,302.96,164,Moderate Risk
Dairy,191,24.7,21,240.12,191,Safe
Vegetables,165,24.01,6,138.14,165,Moderate Risk
Dairy,195,20.32,20,423.89,195,Safe
Dairy,137,15.07,11,87.28,137,Safe
Seafood,36,14.32,9,199.43,36,Safe
Vegetables,175,10.6,1,309.94,175,High Risk
Seafood,164,14.67,1,444.22,164,High Risk
Vegetables,153,10.66,19,291.98,153,Safe
Dairy,73,1.65,28,193.84,73,Safe
Meat,119,18.44,18,273.49,119,Safe
Bakery,18,21.15,19,163.16,18,Safe
Seafood,64,24.41,24,150.67,64,Safe
Dairy,175,21.86,5,291.82,175,Moderate Risk
Dairy,60,10.04,10,292.92,60,Safe
Bakery,14,13.73,29,364.31,14,Safe
Vegetables,159,15.48,14,69.41,159,Safe
Seafood,88,2.1,22,158.44,88,Moderate Risk
Bakery,14,15.89,22,449.58,14,Safe
Fruits,171,3.77,5,392.93,171,High Risk
Fruits,173,14.32,22,116.52,173,Safe
Seafood,186,19.41,20,404.21,186,Safe
Meat,17,23.28,19,55.32,17,Safe
Vegetables,151,20.34,2,100.77,151,High Risk
Seafood,17,12.57,11,468.94,17,Safe
Bakery,92,5.73,26,65.68,92,Moderate Risk
Dairy,130,4.77,8,128.57,130,High Risk
Seafood,134,1.93,18,52.96,134,High Risk
Fruits,186,7.33,22,146.81,186,Moderate Risk
Dairy,50,10.3,8,280.46,50,Safe
Dairy,164,19.41,3,118.32,164,Moderate Risk
Vegetables,163,8.09,9,36.03,163,Safe
Seafood,14,17.97,20,208.93,14,Safe
Dairy,158,21.38,22,41.88,158,Safe
Fruits,171,14.63,18,119.51,171,Safe
Seafood,116,16.69,2,311.86,116,High Risk
Seafood,85,7.31,3,198.25,85,Moderate Risk
Vegetables,128,16.83,19,430.55,128,Safe
Bakery,38,14.38,6,171.81,38,Moderate Risk
Fruits,76,15.32,17,393.9,76,Safe
Meat,66,23.38,9,354.44,66,Safe
Vegetables,89,15.0,21,361.89,89,Safe
Bakery,78,18.78,3,462.21,78,Moderate Risk
Vegetables,200,23.12,18,193.47,200,Safe
Seafood,169,8.65,1,75.92,169,High Risk
Seafood,5,2.61,18,118.99,5,Safe
Dairy,74,21.03,5,379.05,74,Moderate Risk
Vegetables,46,16.78,1,178.19,46,High Risk
Vegetables,143,21.44,21,330.98,143,Safe
Meat,93,20.8,13,499.54,93,Safe
Fruits,13,14.62,23,216.78,13,Safe
Vegetables,167,18.74,22,293.21,167,Safe
Vegetables,29,15.17,9,431.51,29,Safe
Meat,181,6.19,24,482.1,181,Moderate Risk
Meat,143,16.41,19,248.15,143,Safe
Seafood,137,24.09,3,477.23,137,Moderate Risk
Fruits,10,7.59,4,498.62,10,Moderate Risk
Fruits,46,13.09,16,72.9,46,Safe
Vegetables,198,13.85,3,248.32,198,Moderate Risk
Seafood,32,19.68,23,215.48,32,Safe
Meat,111,8.29,26,486.04,111,Safe
Vegetables,134,21.94,4,131.93,134,Moderate Risk
Seafood,83,5.05,3,150.85,83,Moderate Risk
Vegetables,80,5.19,19,40.18,80,Safe
Bakery,76,15.56,7,352.37,76,Safe
Meat,179,18.94,28,486.9,179,Safe
Vegetables,138,16.38,10,432.52,138,Safe
Vegetables,158,11.85,7,63.5,158,Safe
Bakery,15,5.67,2,119.5,15,High Risk
Seafood,117,12.02,7,233.24,117,Safe
Fruits,137,13.06,18,448.78,137,Safe
Vegetables,83,21.05,1,234.61,83,High Risk
Meat,5,21.74,1,67.28,5,High Risk
Dairy,50,3.85,10,307.25,50,Safe
Vegetables,104,8.98,2,77.63,104,High Risk
Vegetables,126,4.62,20,387.13,126,High Risk
Vegetables,191,4.75,15,304.16,191,High Risk
Vegetables,37,5.68,30,83.68,37,Safe
Fruits,46,10.89,6,485.3,46,Moderate Risk
Seafood,109,13.79,1,465.65,109,High Risk
Bakery,132,21.93,22,255.52,132,Safe
Seafood,112,9.06,26,139.59,112,Safe
Dairy,79,8.73,10,127.41,79,Safe
Vegetables,185,10.55,10,352.5,185,Safe
Dairy,171,15.13,29,412.3,171,Safe
Seafood,148,6.4,2,268.72,148,High Risk
Seafood,193,18.57,24,143.16,193,Safe
Vegetables,122,10.96,25,139.82,122,Safe
Bakery,91,15.68,1,211.21,91,High Risk
Vegetables,124,18.59,13,77.51,124,Safe
Seafood,122,15.76,14,435.51,122,Safe
Bakery,186,11.07,29,127.21,186,Safe
Vegetables,78,25.0,5,77.65,78,Moderate Risk
Seafood,76,10.13,9,413.86,76,Safe
Bakery,25,2.66,29,281.76,25,Safe
Vegetables,129,19.36,28,274.56,129,Safe
Dairy,74,20.08,6,174.46,74,Moderate Risk
Seafood,133,3.88,27,95.09,133,High Risk
Dairy,83,1.09,23,203.58,83,Moderate Risk
Vegetables,80,24.64,22,34.72,80,Safe
Meat,45,6.22,5,283.34,45,Moderate Risk
Bakery,108,7.27,7,176.62,108,Moderate Risk
Meat,157,19.52,1,262.07,157,High Risk
Seafood,30,5.68,5,180.72,30,Moderate Risk
Fruits,50,10.89,21,60.23,50,Safe
Seafood,146,14.87,20,217.8,146,Safe
Vegetables,105,10.22,7,191.75,105,Safe
Seafood,24,1.98,15,157.71,24,Safe
Meat,99,11.79,10,421.98,99,Safe
Fruits,197,1.35,25,311.88,197,High Risk
Bakery,151,14.66,29,354.14,151,Safe
Bakery,82,11.56,21,379.68,82,Safe
Vegetables,117,11.78,2,335.46,117,High Risk
Bakery,16,2.23,16,71.36,16,Safe
Meat,140,24.98,27,192.09,140,Safe
Fruits,44,1.92,25,324.64,44,Safe
Meat,176,24.74,12,50.71,176,Safe
Seafood,143,7.34,2,282.98,143,High Risk
Vegetables,7,19.82,25,316.89,7,Safe
Meat,164,24.32,25,482.3,164,Safe
Meat,192,22.67,7,399.19,192,Safe
Dairy,58,21.79,12,410.89,58,Safe
Meat,36,9.33,26,387.48,36,Safe
Fruits,176,2.62,11,173.58,176,High Risk
Dairy,16,1.6,13,150.75,16,Safe
Bakery,190,14.8,28,24.3,190,Safe
Meat,12,19.5,18,234.2,12,Safe
Meat,150,9.63,28,217.4,150,Safe
Vegetables,72,16.16,12,447.23,72,Safe
